id;name;description;price;category;icon;features;is_popular;is_active;sort_order;created_at;updated_at;perfect_for;integrations;image_url;long_description;job_title;slug;tiers;card_media;product_media;section_order;website_category;base_price_description
ab740351-aa08-4264-9712-96f39465ece7;Cynessa;"<p><strong>The Architect of First Impressions</strong></p><p>Head of Client Experience &amp; Onboarding <strong>Specialty:</strong> Transforming ""New Customers"" into ""Lifelong Advocates.""</p><p><strong>The sale isn’t the finish line. It’s the starting gun.</strong> You’ve spent weeks marketing, nurturing, and closing a new client. The contract is signed, the invoice is paid, and the excitement is high. But the second the money hits your account, the clock starts ticking.</p><p><strong>The ""Post-Sale Void""</strong></p><p>For most business owners, the moment a new client signs up is the moment the chaos begins.</p><ul><li><p><strong>The Silence:</strong> You’re too busy fulfilling work to send a welcome email immediately, leading to instant Buyer’s Remorse.</p></li><li><p><strong>The Chase:</strong> You spend weeks emailing back and forth just to get logos, passwords, and access to the files you need to start the job.</p></li><li><p><strong>The Drift:</strong> Without a structured hand-holding process, new clients feel neglected, confused, and ready to churn before you’ve even finished the first project.</p></li></ul><p>You are stuck doing low-value administrative ""chasing"" instead of the high-value work they paid you for.</p><p><strong>White-Glove Automation</strong></p><p><strong>Cynessa is your 24/7 Digital Concierge.</strong> She doesn't just ""onboard"" clients; she rolls out the red carpet. From the exact second a payment is processed, Cynessa takes the baton and guides your client through a seamless, premium experience.</p><ul><li><p><strong>Instant Gratification:</strong> She sends a personalized, warm welcome sequence within seconds of the sale, reinforcing their decision to buy.</p></li><li><p><strong>Asset Extraction:</strong> No more chasing. Cynessa automatically deploys secure forms to collect logins, brand assets, and intake questionnaires. She nudges them gently until the file is complete.</p></li><li><p><strong>The ""Velvet Rope"" Experience:</strong> She answers FAQs, schedules the Kick-Off call based on <em>your</em> availability, and sets clear expectations for the project timeline.</p></li></ul><p><strong>She turns the most dangerous phase of the client lifecycle (the first 7 days) into your competitive advantage.</strong></p><p>Stop onboarding manually. Stop the client drift. <strong>Deploy Cynessa today and give every single client a VIP experience, without lifting a finger.</strong></p><p><strong>Automate Your Onboarding</strong></p>";297;Communication;bot;"[""Natural Language Interaction"",""Cross-Platform Orchestration"",""Proactive Intelligence"",""24/7 Availability"",""Secure Data Handling""]";false;true;999;2026-01-08 15:18:58.290484+00;2026-01-17 18:58:15.156309+00;[];"[""Slack"",""Gmail & Outlook"",""SMS & Voice"",""WhatsAppGoHighLevel"",""Hubspot"",""Salesforce"",""Stripe"",""Square"",""Authorize.net"",""Asana"",""Monday"",""Trello""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768476894877-ietsg.mp4;;Customer Service Agent;cynessa;"[{""description"":""$497 Per Month Plus Usage AI Voice + Live AI Avatar"",""price"":497}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768476894877-ietsg.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768476913531-k3vw4.mp4""}]";999;"[""Beta""]";Cost: $297 Per Month + AI Voice Usage Fees
c81ed0eb-4a58-4954-8475-163e6de05879;Kinetix;"Stop the scroll.
Meet Kinetix, your Lead Video Architect. In an economy defined by distraction, static images are invisible. Kinetix operates at 60 frames per second, transforming your brand’s idle assets into high-velocity visual narratives. From AI-generated cinematography to razor-sharp editing, he ensures your story doesn't just get told, it gets watched. Deploy Kinetix!";197;Content;bot;"[""Raw Footage Transmutation"",""Generative AI Production"",""Dynamic B-Roll Injection"",""Sonic Architecture"",""Retention Formatting""]";false;true;999;2026-01-07 20:20:05.231712+00;2026-01-16 12:51:20.429587+00;[];"[""Go High Level"",""Hubspot"",""Salesforce"",""Websites""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767818790853-ka316m.mp4;;Video Creator Agent;kinetix;"[{""description"":""10 Videos (60 Seconds or Less) Per Month"",""price"":347},{""description"":""20 Videos (60 Seconds or Less) Per Month"",""price"":647},{""description"":""30 Videos (60 Seconds or Less) Per Month"",""price"":947},{""description"":""60 Videos (60 Seconds or Less) Per Month"",""price"":1697}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767818790853-ka316m.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767818780305-i1wnio.mp4""}]";999;"[""New"",""Popular""]";4 Videos (60 Seconds or Less) Per Month
c8d6804f-b151-496d-8f70-706a578de0a0;Nexus;"Functioning as a relentless ""Head of Talent Relations,"" Nexus replaces the entire human infrastructure of a PR agency by automating the journey from obscurity to authority. She begins with the Radar Sweep, deploying scraper bots to traverse global networks and ""About Us"" pages, ensuring a 100% fit by analyzing show vibes and guest requirements before a single email is drafted. Moving from research to relationship, she executes the Handshake Protocol, bypassing mental spam filters with hyper-personalized outreach that prioritizes value over requests. Finally, she secures the placement via the Resonance Pitch, crafting narratives that align perfectly with the host's language, handling all scheduling logistics so you simply step into the room where influence happens.";197;Growth;bot;"[""Automated Podcast Booking"",""Hyper-Personalized Outreach"",""Targeted Guest Matching"",""Deep Web Research"",""Streamlined Scheduling Logistics"",""Amplifies Brand Authority""]";false;true;999;2026-01-07 13:01:07.282314+00;2026-01-09 05:40:04.125857+00;[];[];https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767801808673-etviw.mp4;;Podcast Booking Agent;nexus;[];"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767801808673-etviw.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767801812060-64oe7p.mp4""}]";999;"[""Planned""]";Automated outreach to schedule podcast guests.
7722b758-e2ef-41d8-befb-1b8e2a3bd0d2;Prism;Stop letting your best content gather dust in the archives. Meet your new Media Architect. Prism is a powerhouse that combines the roles of a Podcast Producer, Video Editor, and Social Media Manager into one seamless workflow. This agent takes a single video recording and transforms it into a content empire by surgically removing dead air, generating viral-ready vertical clips with dynamic captions, and crafting SEO-optimized metadata to dominate the algorithms. It is the ultimate cure for 'Content Decay,' ensuring that one input creates infinite outputs to keep your audience hooked.;197;Content;bot;"[""Audio Enhancement"",""Clip Generation"",""Visual Captions"",""Title & Chapter Creation"",""Smart Editing"",""Written Assets"",""SEO Optimization"",""Syndication""]";false;true;999;2026-01-07 11:00:36.400481+00;2026-01-09 05:40:04.125857+00;[];"[""Spotify"",""YouTube"",""Facbook"",""Instagram"",""TikTok"",""LinkedIn""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767801833967-gmf46q.mp4;;Podcast Producer;prism;"[{""description"":""2 Podcasts Per Month and 8 Vertical Shorts per month"",""price"":297},{""description"":""3 Podcasts Per Month and 20 Vertical Shorts per month"",""price"":377},{""description"":""4 Podcasts Per Month  and 40 Vertical Shorts per month"",""price"":647},{""description"":""8 Podcasts Per Month and 80 Vertical Shorts per month"",""price"":997}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767801833967-gmf46q.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767801838236-sw6hcm.mp4""}]";999;"[""Planned""]";1 Podcast Per Month and 4 Vertical Shorts per month
f44f61c9-b393-40d7-97d0-ea3be380f82c;Mosaic;"Your website shouldn't be a static billboard; it needs to be a living, breathing conversion engine that never sleeps. Stop waiting on ""developer limbo"" and start building with algorithmic precision.

Deploy Mosiac as your dedicated Web Developer AI Agent to instantly bridge the gap between concept and code. He bypasses the friction of traditional development by synthesizing high-performance templates with your unique brand kit, constructing conversion-ready digital architectures that are optimized from Day One. Far more than a simple site builder, Mosiac ensures your digital presence remains pristine through automated maintenance and tiered AI generation. Every update is backed by ironclad Service Level Agreements (SLAs), guaranteeing that changes are handled with the predictability and speed required to keep your business moving forward.

Ready to build your digital empire? Deploy Mosiac today.";297;General;bot;"[""Templates (up to 20 template options) and unlimited pages per website"",""Brand kit setup and enforcement across pages for consistent design"",""AI generation for page creation, section creation, and copy blocks within your template system"",""Tiered AI edits with SLA-driven turnaround based on your plan"",""Forms setup for lead capture and routing"",""Analytics setup to track traffic and conversions"",""Ongoing support for fixes, updates, and maintenance""]";true;true;1;2026-01-04 08:11:31.180168+00;2026-01-09 05:40:04.125857+00;"[""Solo or small teams, most businesses, marketing-led teams, high-velocity teams, agencies and resellers, and organizations with compliance requirements or complex stacks that want fast delivery plus reliable ongoing edits.""]";"[""Google Analytics 4 (GA4)"",""Google Tag Manager (GTM)"",""GoHighLevel"",""HubSpot"",""Salesforce""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767878034114-0rsjzf.mp4;;Website Developer Agent;mosaic;[];"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767878034114-0rsjzf.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767878037248-jw0dy3.mp4""}]";999;"[""Planned""]";
7b35e03d-a642-488b-b66f-6d0874d7e5fd;Carbon;"The Guardian of the Algorithm.

The Threat: Invisible code is the silent killer of revenue. Broken schemas, phantom 404s, and messy architecture hide your business from the very algorithms trying to find it.

The Mission: Deploy Carbon to serve as your dedicated ""Infrastructure Sentinel."" He doesn't just read data; he fortifies it.

The Protocol (Human-Commanded, AI-Executed):

Surveillance: Carbon's ""Stability Field"" actively monitors site health 24/7, catching API failures and speed drops before they damage your rankings.

Repair: He executes ""Replication Protocols"" to scale on-page SEO across thousands of pages instantly.

Optimization: Operating as a Technical Architect, he binds your content directly to search engines (AEO) using perfect Schema markup.

The Guarantee: All code changes are verified by our Mission Control Engineers to ensure zero downtime.

CTA: Secure Your Infrastructure. Deploy Carbon.";97;Growth;bot;"[""Technical SEO / AEO Optimization"",""Schema Markup"",""Technical Audits"",""Keyword Optimization"",""Ranking Improvements"",""Automated Schema Markup"",""Site Speed Acceleration"",""Custom Workflow Automation"",""Real-Time Health Monitoring"",""API Error Logging"",""Geo-Search Indexing"",""Sitemap Architecture Management"",""Self-Hosted Infrastructure""]";true;true;5;2026-01-05 06:51:41.284353+00;2026-01-16 12:46:42.913253+00;[];"[""Slack"",""HighLevel (GHL)"",""HubSpot"",""Salesforce"",""Google Search Console"",""Google Analytics (GA4)"",""Twilio"",""Mailgun"",""ActiveCampaign"",""Airtable"",""WordPress / Webflow""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767878748842-10wsv.mp4;;SEO / AEO Agent;carbon;"[{""description"":""Optimization Capacity: 60 Pages Per Month + Internal Linking"",""price"":197},{""description"":""Optimization Capacity: 150 Pages Per Monhy + Monthly Health Summary"",""price"":497},{""description"":""Optimization Capacity: 300 Pages Per Month + Index Monitoring"",""price"":797},{""description"":""Optimization Capacity: 600 Pages Per Month + Technical Triage"",""price"":997}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767878748842-10wsv.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767878751832-m75y9.mp4""}]";999;"[""New""]";Optimization Capacity: 20 pages Per Month
9bba81c1-9c56-4a67-9c5c-4d3d8c3f2e5b;Cynergists SEO, GEO & AEO Engine;"A dedicated optimization system that continuously improves search rankings, geographic visibility, and AI answer engine presence.";0;Growth;bot;"[""Continuous SEO, GEO, and AEO audits"",""Prioritized recommendations with estimated impact"",""Approval-first change control"",""Execution tracking and audit history"",""Performance dashboards and monthly reports"",""AI explanations for ranking movement""]";false;true;999;2026-02-03 00:00:00+00;2026-02-03 00:00:00+00;"[""Teams managing multiple websites"",""Local and multi-location businesses"",""Brands targeting AI answer engines""]";"[""Google Search Console"",""Google Analytics (GA4)"",""WordPress / Webflow"",""HubSpot"",""Slack""]";;"";SEO / GEO / AEO Engine;seo-engine;"[]";"[]";"[]";10;"[""New""]";Custom pricing
607f205a-a2b9-4219-9dcf-1874fb0311e5;Specter;"Your website is your digital base, but most visitors enter and exit without leaving a trace. Specter stands guard at the perimeter, using advanced identity resolution to reveal the humans behind the traffic.
Specter doesn't just count clicks; it identifies who is looking at your pricing page. It instantly captures their name, LinkedIn profile, and contact data, turning an anonymous IP address into a named lead inside your Atlas CRM. See the Invisible: Identify high-intent prospects who visited but didn't fill out a form. Intelligence Gathering: Get their LinkedIn profile, job title, and company data instantly. Trigger the Squad: Specter identifies the target, then signals BookdAI to launch the outreach sequence. Don't guess who is interested. Know. Deploy Specter!";127;Growth;bot;"[""Up to 200 Identified Leads Per Month"",""De-anonymized Enriched Leads"",""Leads Synced to Your CRM"",""Leads are Auto Tagged""]";false;true;999;2026-01-08 00:19:19.734242+00;2026-01-09 05:40:04.125857+00;[];"[""Go High Level"",""Hubspot"",""Salesforce""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767827943045-gfyg7e.mp4;;Website Tracker Agent;specter;[];"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767827943045-gfyg7e.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767827946341-rmye1e.mp4""}]";999;"[""Planned""]";Up to 200 high-intent de-anonymized leads every month, even if they never fill out a form.
839959b5-14b3-4a69-a1f0-d052d163e05f;Optix;"<p>Turn Your YouTube Channel into a Predictable Revenue Engine. Stop guessing what the algorithm wants. Let data drive your content. The ""Content Treadmill"" Trap You know video is the future of business growth, but executing a successful YouTube strategy feels like a second full-time job. You waste hours researching topics, only to see your videos flatline. You struggle to keep up with constantly shifting trends and keywords. You post inconsistently because you don't have a clear roadmap of what to film next. As a business owner, you should be focused on delivering value, not drowning in analytics or fighting for attention in a crowded feed. Your AI-Powered YouTube Strategist The Cynergists YouTube Strategist Agent removes the guesswork from your video marketing. It doesn't just give you generic advice; it acts as a dedicated producer that works 24/7 to ensure every video you publish is primed for performance. By leveraging real-time data and deep competitor analysis, this agent: Identifies High-ROI Topics: Scans your niche to find the exact questions your audience is asking right now. Optimizes for Clicks: Generates viral-worthy titles and thumbnail concepts that stand out in the sidebar. Structures Your Scripts: Provides data-backed outlines designed to hook viewers in the first 30 seconds and maximize retention. Uncovers SEO Gaps: Finds low-competition keywords that allow you to rank higher, faster. It’s not just about getting more views; it’s about getting the right views that convert into customers. Ready to dominate your niche? Stop shouting into the void and start publishing with precision. Deploy Vector, Your YouTube Strategist Agent Now</p>";37;Data and Analytics;bot;"[""Niche & Competitor Audit"",""Topic Clusters & Ideation"",""Keyword & SEO Strategy"",""Content Calendar Management"",""Pre-Production & Optimization"",""Viral Title Generation"",""Thumbnail Concepting"",""Script Structuring"",""Description & Tag Optimization"",""Analytics & Continuous Improvement"",""Performance Reporting"",""A/B Testing Recommendations"",""Trend Spotting"",""24/7 Operation"",""Human Oversight""]";false;true;999;2026-01-08 18:59:08.484081+00;2026-01-16 12:49:53.799135+00;[];[];https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767900134809-c9upye.mp4;;YouTube Strategist Agent;vector;[];"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767900134809-c9upye.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1767900139240-bfb0i.mp4""}]";999;"[""Beta""]";
e3530de8-202a-4310-b5b5-087c6600c518;Hunter;"Hunter is your deep-ops lead generation unit. Powered by enriched date via enterprise-grade web scraping infrastructure, Hunter prowls the open web to locate targets that match your exact mission profile.
While your team sleeps, Hunter is active, scraping public databases, social platforms, and industry directories to aggregate raw data. It filters out the noise, verifies contact information, and delivers a clean list of ""Ready-to-Engage"" prospects directly into your pipeline.
• Deep Web Scraping: Uses advanced proxy networks to extract data from hard-to-reach sources and directories.
• Target Acquisition: Filters leads by job title, revenue, location, and industry relevance.
• Pipeline Injection: Automatically formats and pushes fresh data into Atlas, cueing up BookdAI for immediate engagement.
Don't hunt alone. Send in the machine. Deploy Hunter.";247;Growth;bot;"[""Up to 100 Leads Monthly"",""Dead Lead\"" Resurrection"",""Automated Data Enrichment"",""Instant Pipeline Injection"",""Seamless CRM integreation""]";false;true;999;2026-01-08 01:12:57.155132+00;2026-01-15 11:17:28.550615+00;[];"[""Go High Level"",""HubSpot"",""Salesforce""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768475839260-7vfh6z.mp4;;Cold Lead Generation Agent;hunter;[];"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768475839260-7vfh6z.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768475842825-1so4l.mp4""}]";999;"[""Planned""]";
185dfb24-7678-4db5-b514-fc37168e73c1;Aether;"<p>Silence is the sound of lost revenue. Stop letting your website gather digital dust and start broadcasting a signal that the search algorithms can’t ignore. Deploy Aether to transform your static domain into a dynamic powerhouse of industry influence. She doesn't just ""write content""; she constructs SEO-ready semantic webs designed to entrap high-value traffic and establish your brand as the undisputed expert. By automating the creation of deep-dive blog posts, she targets the specific keywords your audience is searching for, building a cumulative library of authority that compounds over time. This isn't just blogging—it's an ""Inbound Gravity"" generator that pulls leads from the search bar directly into your funnel, working relentlessly to drive demand while you sleep. Ready to dominate the search results? Deploy Aether today.</p>";47;Content;bot;"[""SEO optimization"",""Content strategy"",""Keyword Ranking Optimization"",""Authority building"",""Brand Voice Mimicry"",""Long-Form Content Writing"",""Internal Linking Strategy"",""Plagiarism-Free Guarantees"",""Auto-Generated Meta Data"",""Trending Content Analysis""]";false;true;4;2026-01-05 06:51:41.284353+00;2026-01-14 11:35:49.060523+00;[];"[""GoHighLevel"",""Hubspot"",""Salesforce""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768390505764-y9sur.mp4;;Blogger Agent;aether;"[{""description"":""12 Blog Posts Per Month"",""price"":97},{""description"":""24 Blog Posts Per Month"",""price"":147},{""description"":""40 Blog Posts Per Month"",""price"":247},{""description"":""60 Blog Posts Per Month"",""price"":347}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768390505764-y9sur.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768390509706-h8pyc8.mp4""}]";999;"[""Planned""]";4 Blog Posts Per Month
881e9b11-c7ea-4cd7-946d-979a25521dad;Silk;"<p>Your community never sleeps, and neither does Silk. Building a thriving community is a full-time job. Between potential toxicity, new members feeling ignored, and the ""ghost town"" effect of unanswered questions, your group’s momentum can stall while you're off the clock. Silk is your vigilant, 24/7 community guardian and engagement specialist. She provides real-time ""Watchdog"" protection to shield your brand from conflict and spam, while simultaneously acting as a ""Welcome Wagon"" to greet and guide every new member instantly. More than just a moderator, Silk ensures no post goes to zero by acting as a first responder and delivers weekly intelligence reports so you always know the mood of your audience.</p><p><strong>Deploy Silk to Secure Your Community</strong></p>";197;Communication;bot;"[""24/7 \""Watchdog\"" Protection"",""Conflict De-escalation Protocols"",""Automated Onboarding"",""Zero-Ghosting Guarantee"",""Automated Engagement Boosters"",""Weekly \""Intel\"" Reports""]";false;true;999;2026-01-12 18:33:40.475952+00;2026-01-12 18:47:55.424449+00;[];"[""Skool"",""GoKollab""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768242761312-kpvcpj.mp4;;Community Moderator Agent;silk;[];"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768242761312-kpvcpj.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768242764428-5nx2t.mp4""}]";999;"[""Planned""]";
727ff626-0129-4b22-8db2-06a97280efa7;Briggs;"<p><strong>Stop Burning Leads to Train Your Team.</strong></p><p>Most sales teams practice on live prospects. That costs you money. You wouldn't send a soldier downrange without time on the firing range, yet business owners routinely send new hires into high-stakes demos to ""learn on the job."" Your sales manager doesn't have the bandwidth to roleplay with every rep, every morning, so your team’s first call of the day is often their worst.</p><p><strong>Meet Briggs.</strong> <strong>Briggs</strong> is your 24/7 Adversarial Sales Simulator. He isn't a chatbot; he is a voice-to-voice <strong>""Red Team""</strong> leader who plays the role of your toughest prospects.</p><p>Briggs simulates specific personas—from the ""Busy C-Level"" to the ""Budget Hawk""—challenging your reps to handle objections in real-time Use Briggs to certify new hires. He tests their script memorization and frame control, ensuring they are battle-ready before they ever touch your pipeline.</p><p>Reps can engage in a 10-minute ""Objection Battle"" at 7:50 AM to sharpen their reflexes before their 8:00 AM call.<br><strong>Deploy Briggs - Start Sparring Now</strong></p>";197;General;bot;"[""Objection Roleplay"",""Objection Battle Mode"",""Pre-Call Sparring"",""New Hire Scoring"",""24/7 Availabilty""]";false;true;999;2026-01-13 22:06:41.940273+00;2026-01-15 11:11:14.674192+00;[];[];https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768475461335-6vaer5.mp4;;Sales Trainer Agent;briggs;"[{""description"":""10 Hours Per Month"",""price"":377},{""description"":""20 Hours Per Month"",""price"":747}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768475461335-6vaer5.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768475466176-vhk8y.mp4""}]";999;"[""Planned""]";5 Hours Per Month
13aef09d-65d6-4bd2-a969-2825f0167d8a;Beacon;"<p>Never play to an empty room again. Webinars are high-leverage but high-effort. Between writing scripts, fighting low show-up rates, and managing complex email sequences, the logistics often overshadow your content. Most hosts burn out on the setup before they even go live. Beacon is your autonomous event architect. He handles the entire lifecycle of your webinar, from building the landing page and writing the 5-email ""Hype Sequence"" to drafting your full script and slide outline. Beacon maximizes your audience with a cross-channel ""Nag System"" that ensures registrants actually show up, then handles the ""After-Party"" by automatically segmenting attendees and no-shows into the perfect follow-up funnels.</p><p><strong>Launch Your Next Event with Beacon</strong></p>";227;General;bot;"[""Landing Page"",""Promotion Automation"",""Attendance Maximization"",""Cross-Channel Reminders"",""Calendar Integration"",""Content Scripting Assistant"",""Q&A Prep"",""The \""\""After-Party\""\"" Automation:"",""Replay & Offer  Sequencing""]";false;true;999;2026-01-12 18:47:32.594773+00;2026-01-17 19:07:15.764171+00;[];"[""MeetUp"",""LinkedIn"",""Social Media Channels"",""Go HIgh Level"",""HubSpot"",""Salesforce""]";https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768243218909-foxno.mp4;;Webinar Agent;beacon;"[{""description"":""Weekly Webinar, Up to 4 Landing Pages,4 Separate Email Automations, , Cross-Channel Reminders, SMS and Email Notifications, Calendar Integration"",""price"":597}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768243218909-foxno.mp4""}]";"[{""type"":""video"",""url"":""https://bzduprwcihnxyvrugjgg.supabase.co/storage/v1/object/public/plan-product-images/agents/1768243223160-z25rop.mp4""}]";999;"[""Planned""]";Monthly Webinar, Landing Page, Email Automations, , Cross-Channel Reminders, SMS and Email Notifications, Calendar Integration
